,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Employee Benefits,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Liabilities,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Accounts Receivable,Financial Assets,Investments And Advances,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Current Assets,Other Current Assets,Hedging Assets Current,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Receivables,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Symbol,Company Name,Treasury Shares Number,Current Deferred Liabilities,Current Deferred Revenue,Current Capital Lease Obligation,Current Accrued Expenses,Restricted Cash,Other Short Term Investments,Cash Financial,Commercial Paper,Investmentin Financial Assets,Available For Sale Securities,Leases,Properties,Cash Equivalents,Treasury Stock,Non Current Deferred Taxes Liabilities,Dividends Payable,Buildings And Improvements,Preferred Stock,Other Payable,Income Tax Payable,Other Investments,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Preferred Shares Number,Preferred Stock Equity,Long Term Equity Investment,Investments In Other Ventures Under Equity Method,Prepaid Assets,Liabilities Heldfor Sale Non Current,Investmentsin Joint Venturesat Cost,Assets Held For Sale Current,Taxes Receivable,Other Equity Interest,Current Provisions,Interest Payable,Non Current Note Receivables,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Investmentsin Associatesat Cost,Preferred Securities Outside Stock Equity,Line Of Credit,Current Notes Payable,Receivables Adjustments Allowances,Notes Receivable,Loans Receivable,Foreign Currency Translation Adjustments,Minimum Pension Liabilities,Unrealized Gain Loss,Held To Maturity Securities,Investment Properties,Duefrom Related Parties Current,Current Deferred Assets,Dueto Related Parties Current,Inventories Adjustments Allowances,Non Current Accrued Expenses,Accrued Interest Receivable,Trading Securities,Investmentsin Subsidiariesat Cost,Total Partnership Capital,Limited Partnership Capital,Dueto Related Parties Non Current,Duefrom Related Parties Non Current,Fixed Assets Revaluation Reserve,Current Deferred Taxes Liabilities,Current Deferred Taxes Assets,General Partnership Capital
3/31/2023,2566000000,2566000000,,27575000000,1.03197E+11,1.3472E+11,27102000000,1.03197E+11,17650000000,1.24795E+11,1.3472E+11,1.24795E+11,,1.24795E+11,-2981000000,-2981000000,61241000000,66535000000,0,0,59696000000,34315000000,1273000000,,,,6946000000,,,26096000000,16171000000,9925000000,,25381000000,4329000000,1479000000,,,3392000000,16181000000,8146000000,3589000000,3672000000,1.84491E+11,1.32008E+11,7188000000,,,,,,,6167000000,21598000000,949000000,20649000000,97055000000,-26979000000,1.24034E+11,25039000000,59585000000,,1874000000,52483000000,4000000000,,,,,,,11044000000,,11044000000,37439000000,11551000000,META,"Meta Platforms, Inc.",,,,1479000000,8035000000,,25888000000,5680000000,,6167000000,6167000000,6654000000,0,5871000000,,,,30882000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885000000,,,,,,,,,,,,,
3/31/2024,1801000000,1801000000,,13429000000,31505000000,55333000000,,38165000000,,41904000000,61993000000,49892000000,1328000000,48564000000,15106000000,28428000000,4779000000,217000000,28148000000,21488000000,8.57327E+11,,,13465000000,,,,1818000000,,13429000000,,13429000000,,,,0,0,,,,,,,9.07219E+11,,,,,,,,,2.27798E+11,10399000000,,,,,,,,,,,,,,,,,,,,,21481000000,21481000000,MFC,Manulife Financial Corporation,,,,,,,,,,,,,,,,1818000000,,,6660000000,,,,,,102000000,6660000000,,,,,,,,314000000,,,,,,,,0,,,2383000000,5393000000,,-18715000000,,,,,,,,,,,,,,,,,,
12/31/2023,1806039020,1806039020,,12738000000,30326000000,53374000000,,36986000000,,40636000000,59440000000,48727000000,1431000000,47296000000,13811000000,25272000000,4819000000,222000000,28187000000,21527000000,8.26847E+11,,,11730000000,,,,1697000000,,12144000000,,12144000000,,,,594000000,594000000,,,,,,,8.75574E+11,,,,,,,,,2.3768E+11,10310000000,4391000000,5919000000,,,,,,,,,,,,,,,,,,,20338000000,20338000000,MFC,Manulife Financial Corporation,0,,,,,,,,,,,,,,,1697000000,,,6660000000,,,,,,102000000,6660000000,,,,,,,,257000000,,,,,,,,594000000,,,2436000000,4801000000,,-16262000000,,,,,,,,,,,,,,,,,,
9/30/2023,1823120638,1823120638,,12926000000,30485000000,53839000000,,37145000000,,40913000000,59889000000,49035000000,1462000000,47573000000,14779000000,38957000000,4097000000,229000000,28302000000,21642000000,7.86839E+11,,,17254000000,,,,1694000000,,12316000000,,12316000000,,,,610000000,610000000,,,,,,,8.35874E+11,,,,,,,,,2.2211E+11,10428000000,,,,,,,,,,,,,,,,,,,,,22137000000,22137000000,MFC,Manulife Financial Corporation,,,,,,,,,,,,,,,,1694000000,,,6660000000,,,,,,102000000,6660000000,,,,,,,,166000000,,,,,,,,610000000,,,2513000000,5385000000,,-29563000000,,,,,,,,,,,,,,,,,,
6/30/2023,1833000000,1833000000,,12752000000,28720000000,51782000000,,35380000000,,39030000000,58442000000,47156000000,1466000000,45690000000,12971000000,28233000000,4027000000,233000000,28476000000,21816000000,8.04155E+11,,,12234000000,,,,1609000000,,12752000000,,12752000000,,,,,,,,,,,,8.51311E+11,,,,,,,,,2.28399E+11,10310000000,,,,,,,,,,,,,,,,,,,,,21018000000,21018000000,MFC,Manulife Financial Corporation,,,,,,,,,,,,,,,,1609000000,,,6660000000,,,,,,102000000,6660000000,,,,,,,,-17000000,,,,,,,,,,,2632000000,4869000000,-103000000,-20051000000,,,,,,,,,,,,,,,23000000,,,
3/31/2023,1850000000,1850000000,,13545000000,30081000000,54125000000,,36741000000,,40580000000,60785000000,48751000000,1511000000,47240000000,14459000000,26891000000,4009000000,235000000,28672000000,22012000000,8.13371E+11,,,11879000000,,,,1648000000,,13545000000,,13545000000,,,,,,,,,,,,8.62122E+11,,,,,,,,,2.37191E+11,10499000000,,,,,,,,,,,,,,,,,,,,,18775000000,18775000000,MFC,Manulife Financial Corporation,,,,,,,,,,,,,,,,1648000000,,,6660000000,,,,,,102000000,6660000000,,,,,,,,-135000000,,,,,,,,,,,2706000000,5963000000,-113000000,-18306000000,,,,,,,,,,,,,,,24000000,,,
3/31/2024,287280095,287280095,4694000000,7924000000,7995000000,17732000000,1240000000,7995000000,1713000000,11521000000,16070000000,11924000000,403000000,11521000000,-1174000000,-1174000000,9171000000,125000000,3399000000,3399000000,20754000000,7188000000,471000000,,584000000,,,177000000,,5956000000,1407000000,4549000000,,13566000000,,1968000000,1662000000,824000000,,11598000000,7987000000,132000000,7855000000,32678000000,17872000000,798000000,44000000,,753000000,753000000,276000000,2000000,1195000000,3526000000,821000000,2705000000,11278000000,,11278000000,,11278000000,,,14806000000,399000000,,4511000000,1755000000,554000000,470000000,1732000000,8379000000,,8379000000,1517000000,1517000000,MGA,Magna International Inc.,,,,306000000,3611000000,,,,838000000,29000000,,,,,,177000000,,,,,132000000,,,,,,1166000000,1166000000,,,,,,,,,,,,,,,,,,,,,29000000,,,,,,,,,,,,,,,,,
12/31/2023,286554574,286554574,4307000000,7223000000,8241000000,17389000000,803000000,8241000000,1718000000,11884000000,16059000000,12277000000,393000000,11884000000,-898000000,-898000000,9303000000,125000000,3354000000,3354000000,19978000000,6744000000,40000000,8000000,591000000,,167000000,407000000,223000000,5494000000,1319000000,4175000000,37000000,13234000000,,1729000000,1330000000,1330000000,,11505000000,7967000000,125000000,7842000000,32255000000,18218000000,953000000,41000000,,621000000,621000000,321000000,38000000,1239000000,3643000000,876000000,2767000000,11362000000,-12810000000,24172000000,,1744000000,19226000000,188000000,14037000000,352000000,,4606000000,1726000000,569000000,450000000,1861000000,7881000000,,7881000000,1198000000,1198000000,MGA,Magna International Inc.,,,,399000000,3538000000,,,696000000,,22000000,,,0,502000000,,184000000,,3014000000,,,125000000,,,,,,1217000000,1217000000,,,,,,,,,,,,,,,,,,,,,22000000,,,,,,,,,,,,,,,,,
9/30/2023,286361423,286361423,4513000000,7208000000,7868000000,16915000000,1472000000,7868000000,1673000000,11380000000,15515000000,11752000000,372000000,11380000000,-1249000000,-1249000000,9173000000,123000000,3333000000,3333000000,19923000000,6758000000,453000000,,564000000,,,317000000,,5424000000,1289000000,4135000000,,13165000000,,1784000000,1400000000,1400000000,,11381000000,7944000000,33000000,7911000000,31675000000,17038000000,864000000,40000000,,527000000,527000000,306000000,129000000,1186000000,3512000000,779000000,2733000000,10474000000,,10474000000,,10474000000,,,14637000000,387000000,,4751000000,1856000000,566000000,475000000,1854000000,8477000000,,8477000000,1022000000,1022000000,MGA,Magna International Inc.,,,,384000000,3437000000,,,,,7000000,,,,,,317000000,,,,,33000000,,,,,,1179000000,1179000000,,,,,,,,,,,,,,,,,,,,,7000000,,,,,,,,,,,,,,,,,
6/30/2023,286163296,286163296,4454000000,7383000000,7694000000,17023000000,1612000000,7694000000,1648000000,11288000000,15447000000,11656000000,368000000,11288000000,-1055000000,-1055000000,8907000000,113000000,3323000000,3323000000,20182000000,6824000000,448000000,,579000000,,,293000000,,5504000000,1345000000,4159000000,,13358000000,,1879000000,1576000000,1576000000,,11479000000,7984000000,0,7984000000,31838000000,16868000000,798000000,40000000,,535000000,535000000,293000000,118000000,1177000000,3594000000,823000000,2771000000,10313000000,,10313000000,,10313000000,,,14970000000,455000000,,4664000000,1895000000,536000000,463000000,1770000000,8570000000,,8556000000,1281000000,1281000000,MGA,Magna International Inc.,,,,303000000,3495000000,,,,,,,,,,,293000000,,,,,0,,,,,,1177000000,1177000000,,,,,14000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,286095777,286095777,2743000000,6775000000,8596000000,16258000000,3131000000,8596000000,1603000000,11086000000,15586000000,11489000000,403000000,11086000000,-1036000000,-1036000000,8699000000,104000000,3319000000,3319000000,19165000000,7120000000,451000000,,563000000,,,288000000,,5818000000,1318000000,4500000000,,12045000000,,957000000,672000000,672000000,,11088000000,7740000000,9000000,7731000000,30654000000,15478000000,804000000,40000000,,506000000,506000000,284000000,142000000,1270000000,2490000000,441000000,2049000000,9942000000,,9942000000,,9942000000,,,15176000000,367000000,,4421000000,1826000000,523000000,431000000,1641000000,7959000000,,7959000000,2429000000,2429000000,MGA,Magna International Inc.,,,,285000000,3348000000,,,,,,,,,,,288000000,,,,,9000000,,,,,,1270000000,1270000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,314915054,314915054,3547471000,31385646000,-3382307000,9726527000,1539826000,-3382307000,25115883000,3456764000,9726527000,4059558000,602794000,3456764000,59810000,59810000,3393805000,0,3149000,3149000,38019495000,34985509000,750280000,,,,,2849583000,,31385646000,25115883000,6269763000,,3033986000,,,,,,3033986000,448158000,,448158000,42079053000,37505241000,888966000,,,,,,,246167000,6839071000,1686245000,5152826000,29531037000,,29531037000,,29531037000,,,4573812000,688223000,,147357000,,,,,1015940000,,924060000,2722292000,2722292000,MGM,MGM Resorts International,,,,,2585828000,,,2529241000,,,,,,193051000,,2849583000,,,,,,,-139000000,1063060000,,,246167000,,,,,,91880000,,,114828000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,326550141,326550141,3415977000,31555428000,-3079106000,10154980000,1784525000,-3079106000,25211618000,3811170000,10154980000,4367501000,556331000,3811170000,143896000,143896000,3664008000,0,3266000,3266000,38001047000,34874979000,542708000,,,,,2860997000,,31471274000,25127464000,6343810000,,3126068000,,84154000,60173000,60173000,,2475692000,852608000,390890000,461718000,42368548000,37457955000,849867000,,,,,,,240803000,6890276000,1724582000,5165694000,29477009000,-5176626000,34653635000,506242000,24113248000,4633734000,489710000,4910593000,770503000,,141678000,,,,,1070579000,,929135000,2927833000,2927833000,MGM,MGM Resorts International,,566222000,566222000,84154000,1623084000,,,,,,,,0,,,2860997000,,4910701000,,,,,-130476000,1059611000,,,240803000,,,,,0,141444000,,,60173000,,,240803000,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,340914804,340914804,3189157000,31634750000,-2910500000,10471234000,2297104000,-2910500000,25129233000,3965717000,10471234000,4461718000,496001000,3965717000,-617000,-617000,3962925000,0,3409000,3409000,38110741000,35148672000,523283000,,,,,2990639000,,31634750000,25129233000,6505517000,,2962069000,,114714000,114714000,114714000,,2962069000,412757000,,412757000,42572459000,37313286000,797897000,,,,,,,231998000,6876217000,1733379000,5142838000,29407174000,,29407174000,,29407174000,,,5259173000,834961000,,135859000,,,,,971993000,,812187000,3316360000,3316360000,MGM,MGM Resorts International,,,,,2549312000,,,,,,,,,,,2990639000,,,,,,,-131000000,943187000,,,231998000,231998000,,,,0,159806000,,,114714000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,352789905,352789905,2865878000,31845963000,-2347028000,11125417000,2867591000,-2347028000,25136719000,4416173000,11090217000,4845083000,428910000,4416173000,30057000,30057000,4382588000,0,3528000,3528000,38060746000,35311342000,493996000,,,,,3006583000,,31810763000,25136719000,6674044000,,2749404000,,35200000,35200000,95425000,,2714204000,358807000,,358807000,42905829000,37288834000,858456000,,,,,,,156993000,6763201000,1734012000,5029189000,29510184000,,29510184000,,29510184000,,,5616995000,809272000,,130889000,,,,,833468000,,703971000,3843366000,3843366000,MGM,MGM Resorts International,,,,,2355397000,,,,,,,,,,,3006583000,,,,,,,-129000000,832971000,,,156993000,156993000,,,,0,129497000,,,60225000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,367241030,367241030,2372657000,32023296000,-1941398000,11717633000,3386677000,-1941398000,25145321000,4839658000,11681141000,5231761000,392103000,4839658000,36808000,36808000,4799178000,0,3672000,3672000,38310468000,35466041000,470495000,,,,,3008742000,,31986804000,25145321000,6841483000,,2844427000,,36492000,36492000,150874000,,2807935000,413336000,65992000,347344000,43542229000,37311125000,832167000,,,,,,,153856000,6781056000,1756151000,5024905000,29544046000,,29544046000,,29544046000,,,6231104000,842028000,,128732000,,,,,755026000,,752965000,4505318000,4505318000,MGM,MGM Resorts International,,,,,2394599000,,,,,,,,,,,3008742000,,,,,65992000,,-125000000,877965000,,,153856000,153856000,,,,0,2061000,,,114382000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,63900000,71200000,1967500000,3057100000,5647900000,10267900000,2601600000,5647900000,431100000,7641900000,9336400000,7647800000,5900000,7641900000,-1167800000,-1167800000,7075200000,1949100000,700000,700000,5883700000,2763600000,361500000,,,,,385800000,,2016300000,321800000,1694500000,,3120100000,,1040800000,931500000,931500000,244300000,1835000000,1102400000,,1101900000,13531500000,7809800000,,,,517100000,517100000,,,,1994000000,853800000,1140200000,5298700000,-5470000000,10768700000,,10768700000,,,5721700000,15800000,,2527700000,,1795500000,165200000,567000000,2007200000,142100000,1868700000,658500000,658500000,MHK,"Mohawk Industries, Inc.",7300000,,,109300000,732600000,,,,,,,,,,215300000,385800000,,,0,500000,,,,,,,,,512500000,,,,59700000,,,16800000,,,,,,,-63300000,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,63686000,71024000,2060950000,3149866000,5587964000,10326571000,2458303000,5587964000,446366000,7623071000,9324856000,7629136000,6065000,7623071000,-1079963000,-1079963000,6970244000,1947477000,710000,710000,5930733000,2784819000,354028000,,,,,391500000,,2039291000,337506000,1701785000,,3145914000,,1110575000,1001715000,1001715000,269705000,1097873000,1040247000,,1038024000,13559869000,7955652000,,,,498847000,498847000,,,,2035107000,875383000,1159724000,5421698000,-5399131000,10820829000,703015000,428532000,6954810000,519224000,5604217000,19339000,,2551853000,,1796951000,164197000,590705000,1874656000,176808000,1716309000,642550000,642550000,MHK,"Mohawk Industries, Inc.",7338000,,,108860000,57626000,,0,,,,,110134000,0,,215397000,391500000,,2105114000,0,2223000,,,,,,,,,515819000,,,,48399000,,667761000,20052000,,,,,,,-66860000,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,63682000,71020000,2079835000,3019649000,5285656000,9863804000,2315751000,5285656000,421362000,7265517000,8941107000,7271390000,5873000,7265517000,-1293126000,-1293126000,6830756000,1942574000,710000,710000,5867105000,2678531000,340328000,,,,,347629000,,1990574000,314984000,1675590000,,3188574000,,1029075000,922697000,922697000,283538000,1875961000,1083309000,,1082398000,13138495000,7634170000,461007000,,,,,,,,1979861000,854427000,1125434000,5193302000,-5200617000,10393919000,,10393919000,,,5504325000,22414000,,2519709000,,1757527000,168314000,593868000,1943147000,143513000,1846374000,518452000,518452000,MHK,"Mohawk Industries, Inc.",7338000,,,106378000,792652000,,0,,,,,,,,215397000,347629000,,,0,911000,,,,,,,,,500603000,,,,24625000,,,13270000,,,,,,,-71365000,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,63680000,71018000,2480426000,3468073000,5287143000,11257465000,2563387000,5287143000,416714000,8206106000,10219433000,8212020000,5914000,8206106000,-1107742000,-1107742000,7591215000,1937320000,710000,710000,6373143000,3085202000,356104000,,,,,405159000,,2323939000,310612000,2013327000,,3287941000,,1144134000,1038032000,1038032000,262337000,1881470000,1188090000,,1184104000,14585163000,8733835000,457228000,,,,,,,,2918963000,887929000,2031034000,5357644000,-5179746000,10537390000,,10537390000,,,5851328000,22451000,,2618711000,,1837940000,160488000,620283000,2087071000,168920000,1970737000,570933000,570933000,MHK,"Mohawk Industries, Inc.",7338000,,,106102000,693380000,,0,,,,,,,,215397000,405159000,,,0,3986000,,,,,,,,,552162000,,,,24693000,,,5130000,,,,,,,-77279000,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,63679000,71017000,2748753000,3732222000,5183952000,11421084000,2742766000,5183952000,410611000,8099473000,10364611000,8105706000,6233000,8099473000,-1107825000,-1107825000,7489998000,1931987000,710000,710000,6657751000,3339378000,341367000,,,,,428750000,,2569261000,304123000,2265138000,,3318373000,,1162961000,1056473000,1056473000,227771000,1927641000,1213305000,,1211652000,14763457000,8702318000,,,,444781000,444781000,,,,2915521000,893064000,2022457000,5342016000,-5146847000,10488863000,,10488863000,,,6061139000,21899000,,2729876000,,1933428000,169030000,627418000,2052362000,190876000,1919496000,722858000,572858000,MHK,"Mohawk Industries, Inc.",7338000,,,106488000,714336000,,150000000,,,,,,,,215397000,428750000,,,0,1653000,,,,,,,,,534144000,,,,23838000,,,16849000,,,,,,,-81848000,,,,,,,,,,,,,,,,,,,,,,,
3/31/2024,53761542,64210323,2073632000,2440728000,-831556000,5725889000,1181040000,-831556000,26078000,3311239000,5681346000,3311239000,,3311239000,-245243000,-245243000,3986322000,493038000,148000,148000,3619166000,2778283000,188379000,,11991000,11991000,,207806000,,2370107000,,2370107000,,840883000,,70621000,44543000,44543000,,659589000,254510000,21078000,233432000,6930405000,4908482000,206697000,42817000,,8033000,8033000,,,,4142795000,1669472000,2473323000,508140000,-349673000,857813000,,,,,2021923000,116302000,,943679000,,364765000,80496000,498418000,605180000,,605180000,341018000,341018000,MIDD,The Middleby Corporation,10448781,110673000,110673000,26078000,405079000,,,,,,,,,,923026000,207806000,,,0,,,,-23696000,628876000,,,,,15744000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2023,53603418,63942340,2177699000,2451612000,-929497000,5675084000,1114765000,-929497000,26417000,3249889000,5630262000,3249889000,,3249889000,-223198000,-223198000,3899754000,479216000,148000,148000,3656803000,2805709000,197065000,,12128000,12128000,,216143000,,2380373000,,2380373000,,851094000,,71239000,44822000,44822000,,661174000,251648000,24568000,227080000,6906692000,4940833000,204069000,38535000,,7945000,7945000,,,,4179386000,1693076000,2486310000,510898000,-339528000,850426000,,,430839000,73060000,1965859000,112690000,,935867000,,360277000,80102000,495488000,644576000,,644576000,247496000,247496000,MIDD,The Middleby Corporation,10338922,118681000,118681000,26417000,409526000,,,,,,,,0,,906031000,216143000,,346527000,0,,,,-23464000,668040000,,,,,25230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2023,53603026,63941790,2413037000,2606860000,-1132750000,5675441000,1096610000,-1132750000,26634000,3095215000,5631111000,3095215000,,3095215000,-285858000,-285858000,3823461000,463475000,148000,148000,3827393000,2963146000,207809000,,5420000,5420000,,214021000,,2535896000,,2535896000,,864247000,,70964000,44330000,44330000,,651895000,249264000,24889000,224375000,6922608000,4961751000,226038000,,,8877000,8877000,,,,4227965000,1775546000,2452419000,498871000,-326916000,825787000,,,,,1960857000,131287000,,1015047000,,391292000,94057000,529698000,633169000,,633169000,167189000,167189000,MIDD,The Middleby Corporation,10338764,141388000,141388000,26634000,402631000,,,,,,,,,,906011000,214021000,,,0,,,,-23578000,656747000,,,,,14165000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023,53563449,63902217,2574515000,2758634000,-1243111000,5731320000,1157799000,-1243111000,26840000,2999526000,5687070000,2999526000,,2999526000,-253712000,-253712000,3714811000,444290000,148000,148000,3985232000,3106827000,194581000,,8482000,8482000,,216220000,,2687544000,,2687544000,,878405000,,71090000,44250000,44250000,,649182000,258593000,25853000,232740000,6984758000,4948554000,214573000,,,8280000,8280000,,,,4242637000,1790771000,2451866000,483064000,-319856000,802920000,,,,,2036204000,132030000,,1082523000,,404454000,105561000,572508000,643405000,,643405000,157279000,157279000,MIDD,The Middleby Corporation,10338768,158133000,158133000,26840000,390589000,,,,,,,,,,906011000,216220000,,,0,,,,-22795000,666200000,,,,,20967000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2023,53551654,63840330,2576140000,2758546000,-1358030000,5594863000,1070210000,-1358030000,25882000,2862199000,5550616000,2862199000,,2862199000,-262643000,-262643000,3597961000,425781000,147000,147000,4093938000,3103629000,185046000,,11789000,11789000,,218377000,,2688417000,,2688417000,,990309000,,70129000,44247000,44247000,,742990000,307123000,25091000,282032000,6956137000,4895618000,206619000,,,7042000,7042000,,,,4220229000,1791062000,2429167000,461728000,-307662000,769390000,,,,,2060519000,123808000,,1116364000,,420521000,100248000,595595000,652949000,,652949000,156524000,156524000,MIDD,The Middleby Corporation,10288676,177190000,177190000,25882000,435867000,,,,,,,,,,899047000,218377000,,,0,,,,-22137000,675086000,,,,,10874000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/29/2024,268412705,268412705,4279000000,4457000000,-3367900000,9689500000,-953600000,-3367900000,,5232500000,8561600000,5257400000,24900000,5232500000,-393700000,-393700000,3412800000,,2213400000,2213400000,7632700000,4658900000,471500000,,,,,858300000,,3329100000,,3329100000,,2973800000,,1127900000,1127900000,,,1845900000,1133300000,,1133300000,12890100000,10869900000,915000000,,,,,,,,8600400000,3346800000,5253600000,1354500000,,,,,,,2020200000,145100000,,1129600000,,574300000,,555300000,567500000,,567500000,178000000,178000000,MKC,"McCormick & Company, Incorporated",,,,,712600000,,,,,,,,,,,858300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2023,268100000,268100000,4244800000,4591300000,-3716000000,9472100000,-1097300000,-3716000000,179900000,5060700000,8400600000,5083500000,22800000,5060700000,-388600000,-388600000,3249700000,,2199600000,2199600000,7778800000,4679900000,175000000,,123900000,123900000,,861200000,,3519800000,179900000,3339900000,,3098900000,,1071500000,1071500000,802100000,,2027400000,1231900000,,1119300000,12862300000,10860700000,148100000,127100000,,,,,,264100000,8776700000,3516600000,5260100000,1544700000,-1253100000,2797800000,223300000,220000000,1440300000,93300000,2001600000,73400000,,1126500000,,570000000,,556500000,587500000,,587500000,166600000,166600000,MKC,"McCormick & Company, Incorporated",,,,,795500000,,,,269400000,,,,0,,,861200000,112600000,820900000,,,,115000000,-5900000,593400000,,,149100000,,47600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
